,Unnamed: 0,id,time,orig_time,first_time,mat_time,balance_time,LTV_time,interest_rate_time,hpi_time,gdp_time,uer_time,REtype_CO_orig_time,REtype_PU_orig_time,REtype_SF_orig_time,investor_orig_time,balance_orig_time,FICO_orig_time,LTV_orig_time,Interest_Rate_orig_time,hpi_orig_time,default_time,payoff_time,status_time
443747,443747,35132,29,24,27,144,287064.6,82.080610441,8.327,217.37,1.6929686703,4.5,0,0,1,0,288000.0,657,80.0,8.327,223.75,0,0,0
443748,443748,35132,30,24,27,144,286818.36,83.798983649,8.327,212.73,2.2742178006,4.7,0,0,1,0,288000.0,657,80.0,8.327,223.75,0,0,0
443749,443749,35132,31,24,27,144,286735.14,88.809415645,8.327,200.67,1.8506891663,4.7,0,0,1,0,288000.0,657,80.0,8.327,223.75,0,0,0
443750,443750,35132,32,24,27,144,286651.34,95.724140526,8.327,186.12,1.1041627602,5.0,0,0,1,0,288000.0,657,80.0,8.327,223.75,1,0,1
443751,443751,35133,27,24,27,144,155207.76,90.369629783,8.45,222.39,2.3617217155,4.4,1,0,0,0,155691.0,645,90.1,8.45,223.75,0,0,0
443752,443752,35133,28,24,27,144,154909.58,91.312840614,8.45,219.67,1.2291722496,4.6,1,0,0,0,155691.0,645,90.1,8.45,223.75,0,0,0
443753,443753,35133,29,24,27,144,154605.05,92.097617835,8.45,217.37,1.6929686703,4.5,1,0,0,0,155691.0,645,90.1,8.45,223.75,0,0,0
443754,443754,35133,30,24,27,144,154294.04,93.917113749,8.45,212.73,2.2742178006,4.7,1,0,0,0,155691.0,645,90.1,8.45,223.75,0,0,0
443755,443755,35133,31,24,27,144,153976.42,99.356456477,8.45,200.67,1.8506891663,4.7,1,0,0,0,155691.0,645,90.1,8.45,223.75,0,0,0
443756,443756,35133,32,24,27,144,153652.03,106.89800135,8.45,186.12,1.1041627602,5.0,1,0,0,0,155691.0,645,90.1,8.45,223.75,0,0,0
443757,443757,35133,33,24,27,144,153320.75,109.97651086,8.45,180.52,0.8368586627,5.0,1,0,0,0,155691.0,645,90.1,8.45,223.75,0,0,0
443758,443758,35133,34,24,27,144,153102.22,114.3620598,8.75,173.35,-0.314447747,5.8,1,0,0,0,155691.0,645,90.1,8.45,223.75,0,0,0
443759,443759,35133,35,24,27,144,152607.05,121.91094614,8.75,162.09,-2.805844087,6.5,1,0,0,0,155691.0,645,90.1,8.45,223.75,0,0,0
443760,443760,35133,36,24,27,144,152118.82,130.03251974,8.875,151.48,-3.516567987,7.8,1,0,0,0,155691.0,645,90.1,8.45,223.75,0,0,0
443761,443761,35133,37,24,27,144,152007.35,128.35273711,8.875,153.35,-4.146710947,9.0,1,0,0,0,155691.0,645,90.1,8.45,223.75,0,0,0
443762,443762,35133,38,24,27,144,160036.58,130.51942263,6.0,158.77,-3.339549297,9.5,1,0,0,0,155691.0,645,90.1,6.0,223.75,0,0,0
443763,443763,35133,39,24,27,144,159410.5,130.51024187,6.0,158.16,-0.241080652,10.0,1,0,0,0,155691.0,645,90.1,6.0,223.75,0,0,0
443764,443764,35133,40,24,27,144,158795.32,131.62948837,6.0,156.21,1.5859655122,9.8,1,0,0,0,155691.0,645,90.1,6.0,223.75,0,0,0
443765,443765,35133,41,24,27,144,158588.21,127.49922041,6.0,161.06,2.6824968062,9.9,1,0,0,0,155691.0,645,90.1,6.0,223.75,1,0,1
443817,443817,35140,27,24,27,144,202981.89,80.087530187,7.23,222.39,2.3617217155,4.4,0,0,1,0,204000.0,586,80.0,7.23,223.75,0,0,0
443818,443818,35140,28,24,27,144,202626.76,80.937337468,7.23,219.67,1.2291722496,4.6,0,0,1,0,204000.0,586,80.0,7.23,223.75,0,0,0
443819,443819,35140,29,24,27,144,202086.0,81.575451453,7.23,217.37,1.6929686703,4.5,0,0,1,0,204000.0,586,80.0,7.23,223.75,0,0,0
443820,443820,35140,30,24,27,144,201535.4,83.127642699,7.23,212.73,2.2742178006,4.7,0,0,1,0,204000.0,586,80.0,7.23,223.75,0,1,2
444362,444362,35185,27,23,27,144,258142.27,66.037262019,9.8,222.39,2.3617217155,4.4,0,0,1,0,259000.0,579,66.4,9.8,221.91,0,0,0
444363,444363,35185,28,23,27,144,257759.46,66.755807236,9.8,219.67,1.2291722496,4.6,0,0,1,0,259000.0,579,66.4,9.8,221.91,0,1,2
444364,444364,35186,27,23,27,144,70936.55,84.303875513,8.5,222.39,2.3617217155,4.4,0,0,0,0,71200.0,529,84.8,8.5,221.91,0,0,0
444365,444365,35186,28,23,27,144,70726.86,85.095453971,8.5,219.67,1.2291722496,4.6,0,0,0,0,71200.0,529,84.8,8.5,221.91,0,0,0
444366,444366,35186,29,23,27,144,70633.55,85.882397721,8.5,217.37,1.6929686703,4.5,0,0,0,0,71200.0,529,84.8,8.5,221.91,0,0,0
444367,444367,35186,30,23,27,144,70491.1,87.578656709,8.5,212.73,2.2742178006,4.7,0,0,0,0,71200.0,529,84.8,8.5,221.91,0,0,0
444368,444368,35186,31,23,27,144,70345.6,92.650383136,8.5,200.67,1.8506891663,4.7,0,0,0,0,71200.0,529,84.8,8.5,221.91,0,0,0
444369,444369,35186,32,23,27,144,70246.87,99.753160924,8.5,186.12,1.1041627602,5.0,0,0,0,0,71200.0,529,84.8,8.5,221.91,0,0,0
444370,444370,35186,33,23,27,144,70096.14,102.62697085,8.5,180.52,0.8368586627,5.0,0,0,0,0,71200.0,529,84.8,8.5,221.91,0,0,0
444371,444371,35186,34,23,27,144,69942.18,106.6370324,8.5,173.35,-0.314447747,5.8,0,0,0,0,71200.0,529,84.8,8.5,221.91,0,0,0
444372,444372,35186,35,23,27,144,69784.93,113.78844355,8.5,162.09,-2.805844087,6.5,0,0,0,0,71200.0,529,84.8,8.5,221.91,0,0,0
444373,444373,35186,36,23,27,144,69624.31,121.47819766,8.5,151.48,-3.516567987,7.8,0,0,0,0,71200.0,529,84.8,8.5,221.91,0,0,0
444374,444374,35186,37,23,27,144,69460.26,119.71411418,8.5,153.35,-4.146710947,9.0,0,0,0,0,71200.0,529,84.8,8.5,221.91,1,0,1
444375,444375,35187,27,24,27,144,52100.56,80.151643537,7.99,222.39,2.3617217155,4.4,0,0,1,0,52320.0,550,80.0,7.99,223.75,0,0,0
444376,444376,35187,28,24,27,144,51969.8,80.940445628,7.99,219.67,1.2291722496,4.6,0,0,1,0,52320.0,550,80.0,7.99,223.75,0,0,0
444377,444377,35187,29,24,27,144,51855.13,81.616396805,7.99,217.37,1.6929686703,4.5,0,0,1,0,52320.0,550,80.0,7.99,223.75,0,0,0
444378,444378,35187,30,24,27,144,51738.16,83.208469739,7.99,212.73,2.2742178006,4.7,0,0,1,0,52320.0,550,80.0,7.99,223.75,0,0,0
444379,444379,35187,31,24,27,144,51619.75,88.00730902,7.99,200.67,1.8506891663,4.7,0,0,1,0,52320.0,550,80.0,7.99,223.75,0,0,0
444380,444380,35187,32,24,27,144,51498.78,94.664946237,7.99,186.12,1.1041627602,5.0,0,0,1,0,52320.0,550,80.0,7.99,223.75,0,0,0
444381,444381,35187,33,24,27,144,51355.67,97.330369101,7.99,180.52,0.8368586627,5.0,0,0,1,0,52320.0,550,80.0,7.99,223.75,0,0,0
444382,444382,35187,34,24,27,144,51201.03,101.05089104,7.99,173.35,-0.314447747,5.8,0,0,1,0,52320.0,550,80.0,7.99,223.75,0,0,0
444383,444383,35187,35,24,27,144,51072.26,107.79885542,7.99,162.09,-2.805844087,6.5,0,0,1,0,52320.0,550,80.0,7.99,223.75,0,0,0
444384,444384,35187,36,24,27,144,50940.92,115.05269163,7.99,151.48,-3.516567987,7.8,0,0,1,0,52320.0,550,80.0,7.99,223.75,0,0,0
444385,444385,35187,37,24,27,144,50784.01,113.29963374,7.99,153.35,-4.146710947,9.0,0,0,1,0,52320.0,550,80.0,7.99,223.75,0,0,0
444386,444386,35187,38,24,27,144,50646.86,109.13633771,7.99,158.77,-3.339549297,9.5,0,0,1,0,52320.0,550,80.0,7.99,223.75,0,0,0
444387,444387,35187,39,24,27,144,50600.53,109.45704141,7.99,158.16,-0.241080652,10.0,0,0,1,0,52320.0,550,80.0,7.99,223.75,0,0,0
444388,444388,35187,40,24,27,144,50600.53,110.82341508,7.99,156.21,1.5859655122,9.8,0,0,1,0,52320.0,550,80.0,7.99,223.75,0,0,0
444389,444389,35187,41,24,27,144,50553.9,107.38713748,7.99,161.06,2.6824968062,9.9,0,0,1,0,52320.0,550,80.0,7.99,223.75,0,0,0
444390,444390,35187,42,24,27,144,50459.69,107.22696106,7.99,161.0,3.0294986398,9.4,0,0,1,0,52320.0,550,80.0,7.99,223.75,1,0,1
444391,444391,35188,27,24,27,144,171449.63,80.231679132,8.3,222.39,2.3617217155,4.4,0,1,0,0,172000.0,649,80.0,8.3,223.75,0,0,0
444392,444392,35188,28,24,27,144,171224.11,81.118283371,8.3,219.67,1.2291722496,4.6,0,1,0,0,172000.0,649,80.0,8.3,223.75,1,0,1
444393,444393,35189,27,23,27,144,164296.87,69.737370738,6.85,222.39,2.3617217155,4.4,0,0,1,0,165500.0,608,70.4,6.85,221.91,0,0,0
444394,444394,35189,28,23,27,144,163807.67,70.390656776,6.85,219.67,1.2291722496,4.6,0,0,1,0,165500.0,608,70.4,6.85,221.91,0,0,0
444395,444395,35189,29,23,27,144,163325.59,70.926113842,6.85,217.37,1.6929686703,4.5,0,0,1,0,165500.0,608,70.4,6.85,221.91,0,0,0
444396,444396,35189,30,23,27,144,163020.44,72.337726522,6.85,212.73,2.2742178006,4.7,0,0,1,0,165500.0,608,70.4,6.85,221.91,0,0,0
444397,444397,35189,31,23,27,144,162399.6,76.39308331,6.85,200.67,1.8506891663,4.7,0,0,1,0,165500.0,608,70.4,6.85,221.91,0,0,0
444398,444398,35189,32,23,27,144,161924.61,82.124237504,6.85,186.12,1.1041627602,5.0,0,0,1,0,165500.0,608,70.4,6.85,221.91,0,0,0
444399,444399,35189,33,23,27,144,161441.45,84.419205234,6.85,180.52,0.8368586627,5.0,0,0,1,0,165500.0,608,70.4,6.85,221.91,0,0,0
444400,444400,35189,34,23,27,144,160949.96,87.643267716,6.85,173.35,-0.314447747,5.8,0,0,1,0,165500.0,608,70.4,6.85,221.91,0,0,0
444401,444401,35189,35,23,27,144,160450.01,93.440479992,6.85,162.09,-2.805844087,6.5,0,0,1,0,165500.0,608,70.4,6.85,221.91,0,0,0
444402,444402,35189,36,23,27,144,159941.44,99.668343383,6.85,151.48,-3.516567987,7.8,0,0,1,0,165500.0,608,70.4,6.85,221.91,0,0,0
444403,444403,35189,37,23,27,144,159424.12,98.134515476,6.85,153.35,-4.146710947,9.0,0,0,1,0,165500.0,608,70.4,6.85,221.91,0,0,0
444404,444404,35189,38,23,27,144,158897.89,94.471588943,6.85,158.77,-3.339549297,9.5,0,0,1,0,165500.0,608,70.4,6.85,221.91,0,0,0
444405,444405,35189,39,23,27,144,158362.59,94.516465838,6.85,158.16,-0.241080652,10.0,0,0,1,0,165500.0,608,70.4,6.85,221.91,0,0,0
444406,444406,35189,40,23,27,144,157818.08,95.36729348,6.85,156.21,1.5859655122,9.8,0,0,1,0,165500.0,608,70.4,6.85,221.91,0,0,0
444407,444407,35189,41,23,27,144,157449.87,92.279694077,6.85,161.06,2.6824968062,9.9,0,0,1,0,165500.0,608,70.4,6.85,221.91,0,0,0
444408,444408,35189,42,23,27,144,156700.76,91.874875002,6.85,161.0,3.0294986398,9.4,0,0,1,0,165500.0,608,70.4,6.85,221.91,0,0,0
444409,444409,35189,43,23,27,144,156127.63,94.448564164,6.85,156.04,2.6941105489,9.4,0,0,1,0,165500.0,608,70.4,6.85,221.91,0,0,0
444410,444410,35189,44,23,27,144,155740.07,97.416804795,6.85,150.91,1.8755149375,9.2,0,0,1,0,165500.0,608,70.4,6.85,221.91,0,0,0
444411,444411,35189,45,23,27,144,155150.39,94.566454717,6.85,154.87,1.6391549258,9.1,0,0,1,0,165500.0,608,70.4,6.85,221.91,0,0,0
444412,444412,35189,46,23,27,144,154550.55,93.752873296,6.85,155.61,1.1759090317,9.0,0,0,1,0,165500.0,608,70.4,6.85,221.91,0,0,0
444413,444413,35189,47,23,27,144,153940.38,97.147260858,6.85,149.58,1.6681823188,8.8,0,0,1,0,165500.0,608,70.4,6.85,221.91,0,0,0
444414,444414,35189,48,23,27,144,153110.44,98.688594291,6.85,146.45,2.7159028846,8.3,0,0,1,0,165500.0,608,70.4,6.85,221.91,0,0,0
444415,444415,35189,49,23,27,144,152688.33,93.023746787,6.85,154.94,2.4566338212,8.2,0,0,1,0,165500.0,608,70.4,6.85,221.91,0,0,0
444416,444416,35189,50,23,27,144,152046.09,90.301212579,6.85,158.94,2.3664098989,8.2,0,0,1,0,165500.0,608,70.4,6.85,221.91,0,0,0
444417,444417,35189,51,23,27,144,151392.78,90.105959449,6.85,158.6,1.2690442628,7.8,0,0,1,0,165500.0,608,70.4,6.85,221.91,0,0,0
444418,444418,35189,52,23,27,144,150728.22,88.30182871,6.85,161.13,1.0810494182,8.0,0,0,1,0,165500.0,608,70.4,6.85,221.91,0,0,0
444419,444419,35189,53,23,27,144,150052.22,81.79397278,6.85,173.17,0.8929961554,7.6,0,0,1,0,165500.0,608,70.4,6.85,221.91,0,0,0
444420,444420,35189,54,23,27,144,149364.58,78.342791067,6.85,179.97,1.5073587076,7.3,0,0,1,0,165500.0,608,70.4,6.85,221.91,0,0,0
444421,444421,35189,55,23,27,144,148429.26,77.80897462,6.85,180.07,2.4222748689,7.2,0,0,1,0,165500.0,608,70.4,6.85,221.91,0,0,0
444422,444422,35189,56,23,27,144,147713.66,76.853401324,6.85,181.43,1.7170529058,6.6,0,0,1,0,165500.0,608,70.4,6.85,221.91,0,0,0
444423,444423,35189,57,23,27,144,146985.74,74.11752239,6.85,187.2,2.5560517331,6.2,0,0,1,0,165500.0,608,70.4,6.85,221.91,0,0,0
444424,444424,35189,58,23,27,144,146245.27,73.286102438,6.85,188.37,2.8685938252,6.2,0,0,1,0,165500.0,608,70.4,6.85,221.91,0,0,0
444425,444425,35189,59,23,27,144,145492.06,73.188400969,6.85,187.65,2.4436475652,5.7,0,0,1,0,165500.0,608,70.4,6.85,221.91,0,0,0
444426,444426,35189,60,23,27,144,144725.88,71.970706233,6.85,189.82,2.8363581757,5.7,0,0,1,0,165500.0,608,70.4,6.85,221.91,0,0,0
444427,444427,35190,27,23,27,144,67357.83,76.332719876,7.8,222.39,2.3617217155,4.4,0,0,0,0,67800.0,540,77.0,7.8,221.91,0,0,0
444428,444428,35190,28,23,27,144,67154.85,77.04501394,7.8,219.67,1.2291722496,4.6,0,0,0,0,67800.0,540,77.0,7.8,221.91,0,1,2
444429,444429,35191,27,23,27,144,456000.0,79.827330366,7.2,222.39,2.3617217155,4.4,0,0,1,0,456000.0,639,80.0,7.2,221.91,0,0,0
444430,444430,35191,28,23,27,144,456000.0,80.815769108,7.2,219.67,1.2291722496,4.6,0,0,1,0,456000.0,639,80.0,7.2,221.91,0,0,0
444431,444431,35191,29,23,27,144,456000.0,81.670883747,7.2,217.37,1.6929686703,4.5,0,0,1,0,456000.0,639,80.0,7.2,221.91,0,0,0
444432,444432,35191,30,23,27,144,456000.0,83.452263433,7.2,212.73,2.2742178006,4.7,0,0,1,0,456000.0,639,80.0,7.2,221.91,0,0,0
444433,444433,35191,31,23,27,144,456000.0,88.467633428,7.2,200.67,1.8506891663,4.7,0,0,1,0,456000.0,639,80.0,7.2,221.91,0,0,0
444434,444434,35191,32,23,27,144,456000.0,95.383623469,7.2,186.12,1.1041627602,5.0,0,0,1,0,456000.0,639,80.0,7.2,221.91,1,0,1
444435,444435,35192,27,23,27,144,122620.48,89.310817213,8.37,222.39,2.3617217155,4.4,0,0,1,0,123300.0,605,90.0,8.37,221.91,0,1,2
444436,444436,35193,27,23,27,144,289794.54,57.238609033,6.99,222.39,2.3617217155,4.4,0,0,0,1,291500.0,608,57.7,6.99,221.91,0,0,0
444437,444437,35193,28,23,27,144,289042.13,57.796897502,6.99,219.67,1.2291722496,4.6,0,0,0,1,291500.0,608,57.7,6.99,221.91,0,0,0
444438,444438,35193,29,23,27,144,288276.5,58.253733238,6.99,217.37,1.6929686703,4.5,0,0,0,1,291500.0,608,57.7,6.99,221.91,0,0,0
444439,444439,35193,30,23,27,144,287497.41,59.363476143,6.99,212.73,2.2742178006,4.7,0,0,0,1,291500.0,608,57.7,6.99,221.91,0,0,0
444440,444440,35193,31,23,27,144,286704.62,62.757605971,6.99,200.67,1.8506891663,4.7,0,0,0,1,291500.0,608,57.7,6.99,221.91,0,0,0
444441,444441,35193,32,23,27,144,285897.9,67.473315183,6.99,186.12,1.1041627602,5.0,0,0,0,1,291500.0,608,57.7,6.99,221.91,0,0,0
444442,444442,35193,33,23,27,144,285077.01,69.366694177,6.99,180.52,0.8368586627,5.0,0,0,0,1,291500.0,608,57.7,6.99,221.91,0,0,0
444443,444443,35193,34,23,27,144,284241.68,72.024133622,6.99,173.35,-0.314447747,5.8,0,0,0,1,291500.0,608,57.7,6.99,221.91,0,0,0
444444,444444,35193,35,23,27,144,283391.68,76.797131907,6.99,162.09,-2.805844087,6.5,0,0,0,1,291500.0,608,57.7,6.99,221.91,0,0,0
444445,444445,35193,36,23,27,144,282526.74,81.925365824,6.99,151.48,-3.516567987,7.8,0,0,0,1,291500.0,608,57.7,6.99,221.91,0,0,0
444446,444446,35193,37,23,27,144,281646.59,80.674232908,6.99,153.35,-4.146710947,9.0,0,0,0,1,291500.0,608,57.7,6.99,221.91,0,0,0
444447,444447,35193,38,23,27,144,280448.93,77.588877719,6.99,158.77,-3.339549297,9.5,0,0,0,1,291500.0,608,57.7,6.99,221.91,0,0,0
444448,444448,35193,39,23,27,144,279839.6,77.718899532,6.99,158.16,-0.241080652,10.0,0,0,0,1,291500.0,608,57.7,6.99,221.91,0,0,0
444449,444449,35193,40,23,27,144,278912.22,78.428306525,6.99,156.21,1.5859655122,9.8,0,0,0,1,291500.0,608,57.7,6.99,221.91,0,0,0
444450,444450,35193,41,23,27,144,277968.53,75.80922609,6.99,161.06,2.6824968062,9.9,0,0,0,1,291500.0,608,57.7,6.99,221.91,0,0,0
444451,444451,35193,42,23,27,144,277008.26,75.575489847,6.99,161.0,3.0294986398,9.4,0,0,0,1,291500.0,608,57.7,6.99,221.91,0,0,0
444452,444452,35193,43,23,27,144,276031.11,77.702719294,6.99,156.04,2.6941105489,9.4,0,0,0,1,291500.0,608,57.7,6.99,221.91,0,0,0
444453,444453,35193,44,23,27,144,275036.78,80.054709007,6.99,150.91,1.8755149375,9.2,0,0,0,1,291500.0,608,57.7,6.99,221.91,0,0,0
444454,444454,35193,45,23,27,144,274024.98,77.720750178,6.99,154.87,1.6391549258,9.1,0,0,0,1,291500.0,608,57.7,6.99,221.91,0,0,0
444455,444455,35193,46,23,27,144,272995.4,77.060523315,6.99,155.61,1.1759090317,9.0,0,0,0,1,291500.0,608,57.7,6.99,221.91,0,0,0
444456,444456,35193,47,23,27,144,271947.72,79.859395904,6.99,149.58,1.6681823188,8.8,0,0,0,1,291500.0,608,57.7,6.99,221.91,0,0,0
444457,444457,35193,48,23,27,144,270881.63,81.246433471,6.99,146.45,2.7159028846,8.3,0,0,0,1,291500.0,608,57.7,6.99,221.91,0,0,0
444458,444458,35193,49,23,27,144,269796.79,76.486951893,6.99,154.94,2.4566338212,8.2,0,0,0,1,291500.0,608,57.7,6.99,221.91,0,0,0
444459,444459,35193,50,23,27,144,268692.89,74.256947625,6.99,158.94,2.3664098989,8.2,0,0,0,1,291500.0,608,57.7,6.99,221.91,0,0,0
444460,444460,35193,51,23,27,144,267569.59,74.105031748,6.99,158.6,1.2690442628,7.8,0,0,0,1,291500.0,608,57.7,6.99,221.91,0,0,0
444461,444461,35193,52,23,27,144,266426.54,72.629859687,6.99,161.13,1.0810494182,8.0,0,0,0,1,291500.0,608,57.7,6.99,221.91,0,0,0
444462,444462,35193,53,23,27,144,265263.39,67.285082002,6.99,173.17,0.8929961554,7.6,0,0,0,1,291500.0,608,57.7,6.99,221.91,0,0,0
444463,444463,35193,54,23,27,144,264079.8,64.453898858,6.99,179.97,1.5073587076,7.3,0,0,0,1,291500.0,608,57.7,6.99,221.91,0,0,0
444464,444464,35193,55,23,27,144,262875.4,64.124310658,6.99,180.07,2.4222748689,7.2,0,0,0,1,291500.0,608,57.7,6.99,221.91,0,0,0
444465,444465,35193,56,23,27,144,261649.83,63.34691708,6.99,181.43,1.7170529058,6.6,0,0,0,1,291500.0,608,57.7,6.99,221.91,0,0,0
444466,444466,35193,57,23,27,144,260402.72,61.101771163,6.99,187.2,2.5560517331,6.2,0,0,0,1,291500.0,608,57.7,6.99,221.91,0,0,0
444467,444467,35193,58,23,27,144,259133.7,60.426339415,6.99,188.37,2.8685938252,6.2,0,0,0,1,291500.0,608,57.7,6.99,221.91,0,0,0
444468,444468,35193,59,23,27,144,257842.36,60.35591334,6.99,187.65,2.4436475652,5.7,0,0,0,1,291500.0,608,57.7,6.99,221.91,0,0,0
444469,444469,35193,60,23,27,144,256528.33,59.361858904,6.99,189.82,2.8363581757,5.7,0,0,0,1,291500.0,608,57.7,6.99,221.91,0,0,0
444470,444470,35194,27,24,27,144,209028.68,90.256628648,9.65,222.39,2.3617217155,4.4,0,1,0,0,209709.0,614,90.0,9.65,223.75,0,0,0
444471,444471,35194,28,24,27,144,208709.9,91.234854562,9.65,219.67,1.2291722496,4.6,0,1,0,0,209709.0,614,90.0,9.65,223.75,0,0,0
444472,444472,35194,29,24,27,144,208383.37,92.055965209,9.65,217.37,1.6929686703,4.5,0,1,0,0,209709.0,614,90.0,9.65,223.75,0,0,0
444473,444473,35194,30,24,27,144,208272.77,94.013936401,9.65,212.73,2.2742178006,4.7,0,1,0,0,209709.0,614,90.0,9.65,223.75,0,1,2
444474,444474,35195,27,24,27,144,266725.87,80.106567409,7.65,222.39,2.3617217155,4.4,0,0,1,0,268000.0,605,80.0,7.65,223.75,0,0,0
444475,444475,35195,28,24,27,144,266118.65,80.913837428,7.65,219.67,1.2291722496,4.6,0,0,1,0,268000.0,605,80.0,7.65,223.75,0,0,0
444476,444476,35195,29,24,27,144,265499.74,81.579817925,7.65,217.37,1.6929686703,4.5,0,0,1,0,268000.0,605,80.0,7.65,223.75,0,1,2
444477,444477,35196,27,24,27,144,149243.7,58.861301889,6.99,222.39,2.3617217155,4.4,0,0,1,0,150000.0,521,58.8,6.99,223.75,0,0,0
444478,444478,35196,28,24,27,144,148858.64,59.436387829,6.99,219.67,1.2291722496,4.6,0,0,1,0,150000.0,521,58.8,6.99,223.75,0,0,0
444479,444479,35196,29,24,27,144,148466.82,59.907184902,6.99,217.37,1.6929686703,4.5,0,0,1,0,150000.0,521,58.8,6.99,223.75,0,1,2
445336,445336,35273,27,23,27,144,191570.73,79.444037259,7.99,222.39,2.3617217155,4.4,0,0,1,0,192495.0,709,80.0,7.99,221.91,0,0,0
445337,445337,35273,28,23,27,144,191161.28,80.25582933,7.99,219.67,1.2291722496,4.6,0,0,1,0,192495.0,709,80.0,7.99,221.91,0,0,0
445338,445338,35273,29,23,27,144,190743.6,80.927807896,7.99,217.37,1.6929686703,4.5,0,0,1,0,192495.0,709,80.0,7.99,221.91,0,0,0
445339,445339,35273,30,23,27,144,190317.51,82.508257255,7.99,212.73,2.2742178006,4.7,0,0,1,0,192495.0,709,80.0,7.99,221.91,0,0,0
445340,445340,35273,31,23,27,144,189882.86,87.267135524,7.99,200.67,1.8506891663,4.7,0,0,1,0,192495.0,709,80.0,7.99,221.91,0,0,0
445341,445341,35273,32,23,27,144,189439.47,93.869571036,7.99,186.12,1.1041627602,5.0,0,0,1,0,192495.0,709,80.0,7.99,221.91,0,0,0
445342,445342,35273,33,23,27,144,189054.0,96.584614964,10.99,180.52,0.8368586627,5.0,0,0,1,0,192495.0,709,80.0,7.99,221.91,0,0,0
445343,445343,35273,34,23,27,144,188794.5,100.4414328,10.99,173.35,-0.314447747,5.8,0,0,1,0,192495.0,709,80.0,7.99,221.91,0,0,0
445344,445344,35273,35,23,27,144,188513.96,107.25923653,10.25,162.09,-2.805844087,6.5,0,0,1,0,192495.0,709,80.0,7.99,221.91,0,0,0
445345,445345,35273,36,23,27,144,188197.93,114.57950796,10.25,151.48,-3.516567987,7.8,0,0,1,0,192495.0,709,80.0,7.99,221.91,0,0,0
445346,445346,35273,37,23,27,144,187868.49,112.9841627,10.0,153.35,-4.146710947,9.0,0,0,1,0,192495.0,709,80.0,7.99,221.91,0,0,0
445347,445347,35273,38,23,27,144,187520.06,108.92478104,10.0,158.77,-3.339549297,9.5,0,0,1,0,192495.0,709,80.0,7.99,221.91,0,0,0
445348,445348,35273,39,23,27,144,187139.03,109.12270546,9.0,158.16,-0.241080652,10.0,0,0,1,0,192495.0,709,80.0,7.99,221.91,0,0,0
445349,445349,35273,40,23,27,144,186700.89,110.22623233,9.0,156.21,1.5859655122,9.8,0,0,1,0,192495.0,709,80.0,7.99,221.91,0,0,0
445350,445350,35273,41,23,27,144,186224.47,106.63418629,8.0,161.06,2.6824968062,9.9,0,0,1,0,192495.0,709,80.0,7.99,221.91,0,0,0
445351,445351,35273,42,23,27,144,185680.83,106.36251547,8.0,161.0,3.0294986398,9.4,0,0,1,0,192495.0,709,80.0,7.99,221.91,0,0,0
445352,445352,35273,43,23,27,144,185130.08,109.41791988,8.125,156.04,2.6941105489,9.4,0,0,1,0,192495.0,709,80.0,7.99,221.91,0,0,0
445353,445353,35273,44,23,27,144,185130.08,113.13744761,8.125,150.91,1.8755149375,9.2,0,0,1,0,192495.0,709,80.0,7.99,221.91,0,0,0
445354,445354,35273,45,23,27,144,185130.08,110.24454199,7.99,154.87,1.6391549258,9.1,0,0,1,0,192495.0,709,80.0,7.99,221.91,0,0,0
445355,445355,35273,46,23,27,144,185130.08,109.72027645,7.99,155.61,1.1759090317,9.0,0,0,1,0,192495.0,709,80.0,7.99,221.91,1,0,1
445542,445542,35296,27,23,27,144,50794.51,84.474794386,8.855,222.39,2.3617217155,4.4,0,0,1,1,51000.0,648,85.0,8.855,221.91,0,0,0
445543,445543,35296,28,23,27,144,50703.15,85.366959655,8.855,219.67,1.2291722496,4.6,0,0,1,1,51000.0,648,85.0,8.855,221.91,0,0,0
445544,445544,35296,29,23,27,144,50609.76,86.111329696,8.855,217.37,1.6929686703,4.5,0,0,1,1,51000.0,648,85.0,8.855,221.91,0,0,0
445545,445545,35296,30,23,27,144,50514.28,87.823562535,8.855,212.73,2.2742178006,4.7,0,0,1,1,51000.0,648,85.0,8.855,221.91,0,0,0
445546,445546,35296,31,23,27,144,50416.66,92.921720741,8.855,200.67,1.8506891663,4.7,0,0,1,1,51000.0,648,85.0,8.855,221.91,0,0,0
445547,445547,35296,32,23,27,144,50383.64,100.12029472,8.855,186.12,1.1041627602,5.0,0,0,1,1,51000.0,648,85.0,8.855,221.91,1,0,1
445548,445548,35297,27,24,27,144,302742.01,79.154204182,7.95,222.39,2.3617217155,4.4,0,1,0,0,304000.0,517,79.0,7.95,223.75,0,0,0
445549,445549,35297,28,24,27,144,302094.57,79.962933979,7.95,219.67,1.2291722496,4.6,0,1,0,0,304000.0,517,79.0,7.95,223.75,0,1,2
445550,445550,35298,27,24,27,144,297052.81,80.341237008,8.37,222.39,2.3617217155,4.4,0,0,0,0,297600.0,646,80.0,8.37,223.75,0,0,0
445551,445551,35298,28,24,27,144,296810.02,81.269560713,8.37,219.67,1.2291722496,4.6,0,0,0,0,297600.0,646,80.0,8.37,223.75,0,0,0
445552,445552,35298,29,24,27,144,296562.12,82.060881216,8.37,217.37,1.6929686703,4.5,0,0,0,0,297600.0,646,80.0,8.37,223.75,0,0,0
